"text","line_number","section","chapter_number","paragraph_number"
"least as a portent; for they regarded it, not as a foreshadowing of",20270,"text",127,2769
"evil in the future, but as the fulfilment of an evil already presaged.",20271,"text",127,2769
"They declared that now they knew the reason of those wild shrieks they",20272,"text",127,2769
"had heard the night before. But again the old Manxman said nay.",20273,"text",127,2769
"",20274,"text",127,2770
"The lost life-buoy was now to be replaced; Starbuck was directed to see",20275,"text",127,2770
"to it; but as no cask of sufficient lightness could be found, and as in",20276,"text",127,2770
"the feverish eagerness of what seemed the approaching crisis of the",20277,"text",127,2770
"voyage, all hands were impatient of any toil but what was directly",20278,"text",127,2770
"connected with its final end, whatever that might prove to be;",20279,"text",127,2770
"therefore, they were going to leave the ship’s stern unprovided with a",20280,"text",127,2770
"buoy, when by certain strange signs and inuendoes Queequeg hinted a",20281,"text",127,2770
"hint concerning his coffin.",20282,"text",127,2770
"",20283,"text",127,2771
"“A life-buoy of a coffin!” cried Starbuck, starting.",20284,"text",127,2771
"",20285,"text",127,2772
"“Rather queer, that, I should say,” said Stubb.",20286,"text",127,2772
"",20287,"text",127,2773
"“It will make a good enough one,” said Flask, “the carpenter here can",20288,"text",127,2773
"arrange it easily.”",20289,"text",127,2773
"",20290,"text",127,2774
"“Bring it up; there’s nothing else for it,” said Starbuck, after a",20291,"text",127,2774
"melancholy pause. “Rig it, carpenter; do not look at me so—the coffin,",20292,"text",127,2774
"I mean. Dost thou hear me? Rig it.”",20293,"text",127,2774
"",20294,"text",127,2775
"“And shall I nail down the lid, sir?” moving his hand as with a hammer.",20295,"text",127,2775
"",20296,"text",127,2776
"“Aye.”",20297,"text",127,2776
"",20298,"text",127,2777
"“And shall I caulk the seams, sir?” moving his hand as with a",20299,"text",127,2777
"caulking-iron.",20300,"text",127,2777
"",20301,"text",127,2778
"“Aye.”",20302,"text",127,2778
"",20303,"text",127,2779
"“And shall I then pay over the same with pitch, sir?” moving his hand",20304,"text",127,2779
"as with a pitch-pot.",20305,"text",127,2779
"",20306,"text",127,2780
"“Away! What possesses thee to this? Make a life-buoy of the coffin, and",20307,"text",127,2780
"no more.—Mr. Stubb, Mr. Flask, come forward with me.”",20308,"text",127,2780
"",20309,"text",127,2781
"“He goes off in a huff. The whole he can endure; at the parts he",20310,"text",127,2781
"baulks. Now I don’t like this. I make a leg for captain Ahab, and he",20311,"text",127,2781
"wears it like a gentleman; but I make a bandbox for Queequeg, and he",20312,"text",127,2781
"wont put his head into it. Are all my pains to go for nothing with that",20313,"text",127,2781
"coffin? And now I’m ordered to make a life-buoy of it. It’s like",20314,"text",127,2781
"turning an old coat; going to bring the flesh on the other side now. I",20315,"text",127,2781
"don’t like this cobbling sort of business—I don’t like it at all; it’s",20316,"text",127,2781
"undignified; it’s not my place. Let tinkers’ brats do tinkerings; we",20317,"text",127,2781
"are their betters. I like to take in hand none but clean, virgin,",20318,"text",127,2781
"fair-and-square mathematical jobs, something that regularly begins at",20319,"text",127,2781
"the beginning, and is at the middle when midway, and comes to an end at",20320,"text",127,2781
"the conclusion; not a cobbler’s job, that’s at an end in the middle,",20321,"text",127,2781
"and at the beginning at the end. It’s the old woman’s tricks to be",20322,"text",127,2781
"giving cobbling jobs. Lord! what an affection all old women have for",20323,"text",127,2781
"tinkers. I know an old woman of sixty-five who ran away with a",20324,"text",127,2781
"bald-headed young tinker once. And that’s the reason I never would work",20325,"text",127,2781
"for lonely widow old women ashore, when I kept my job-shop in the",20326,"text",127,2781
"Vineyard; they might have taken it into their lonely old heads to run",20327,"text",127,2781
"off with me. But heigh-ho! there are no caps at sea but snow-caps. Let",20328,"text",127,2781
"me see. Nail down the lid; caulk the seams; pay over the same with",20329,"text",127,2781
"pitch; batten them down tight, and hang it with the snap-spring over",20330,"text",127,2781
"the ship’s stern. Were ever such things done before with a coffin? Some",20331,"text",127,2781
"superstitious old carpenters, now, would be tied up in the rigging, ere",20332,"text",127,2781
"they would do the job. But I’m made of knotty Aroostook hemlock; I",20333,"text",127,2781
"don’t budge. Cruppered with a coffin! Sailing about with a grave-yard",20334,"text",127,2781
"tray! But never mind. We workers in woods make bridal-bedsteads and",20335,"text",127,2781
"card-tables, as well as coffins and hearses. We work by the month, or",20336,"text",127,2781
"by the job, or by the profit; not for us to ask the why and wherefore",20337,"text",127,2781
"of our work, unless it be too confounded cobbling, and then we stash it",20338,"text",127,2781
"if we can. Hem! I’ll do the job, now, tenderly. I’ll have me—let’s",20339,"text",127,2781
"see—how many in the ship’s company, all told? But I’ve forgotten. Any",20340,"text",127,2781
"way, I’ll have me thirty separate, Turk’s-headed life-lines, each three",20341,"text",127,2781
"feet long hanging all round to the coffin. Then, if the hull go down,",20342,"text",127,2781
"there’ll be thirty lively fellows all fighting for one coffin, a sight",20343,"text",127,2781
"not seen very often beneath the sun! Come hammer, calking-iron,",20344,"text",127,2781
"pitch-pot, and marling-spike! Let’s to it.”",20345,"text",127,2781
"",20346,"text",127,2782
"",20347,"text",127,2783
"",20348,"text",127,2784
"",20349,"text",127,2785
"CHAPTER CXXVII. THE DECK",20350,"text",128,2785
"",20351,"text",128,2786
"",20352,"text",128,2787
"_The coffin laid upon two line-tubs, between the vice-bench and the",20353,"text",128,2787
"open hatchway; the Carpenter calking its seams; the string of twisted",20354,"text",128,2787
"oakum slowly unwinding from a large roll of it placed in the bosom of",20355,"text",128,2787
"his frock.—Ahab comes slowly from the cabin-gangway, and hears Pip",20356,"text",128,2787
"following him._",20357,"text",128,2787
"",20358,"text",128,2788
"“Back, lad; I will be with ye again presently. He goes! Not this hand",20359,"text",128,2788
"complies with my humor more genially than that boy.—Middle aisle of a",20360,"text",128,2788
"church! What’s here?”",20361,"text",128,2788
"",20362,"text",128,2789
"“Life buoy, sir. Mr. Starbuck’s orders. Oh, look, sir! Beware the",20363,"text",128,2789
"hatchway!”",20364,"text",128,2789
"",20365,"text",128,2790
"“Thank ye, man. Thy coffin lies handy to the vault.”",20366,"text",128,2790
"",20367,"text",128,2791
"“Sir? The hatchway? oh! So it does, sir, so it does.”",20368,"text",128,2791
"",20369,"text",128,2792
"“Art not thou the leg-maker? Look, did not this stump come from thy",20370,"text",128,2792
"shop?”",20371,"text",128,2792
"",20372,"text",128,2793
"“I believe it did, sir; does the ferrule stand, sir?”",20373,"text",128,2793
"",20374,"text",128,2794
"“Well enough. But art thou not also the undertaker?”",20375,"text",128,2794
"",20376,"text",128,2795
"“Aye, sir; I patched up this thing here as a coffin for Queequeg; but",20377,"text",128,2795
"they’ve set me now to turning it into something else.”",20378,"text",128,2795
"",20379,"text",128,2796
"“Then tell me; art thou not an arrant, all-grasping, inter-meddling,",20380,"text",128,2796
"monopolizing, heathenish old scamp, to be one day making legs, and the",20381,"text",128,2796
"next day coffins to clap them in, and yet again life-buoys out of those",20382,"text",128,2796
"same coffins? Thou art as unprincipled as the gods, and as much of a",20383,"text",128,2796
"jack-of-all-trades.”",20384,"text",128,2796
"",20385,"text",128,2797
"“But I do not mean anything, sir. I do as I do.”",20386,"text",128,2797
"",20387,"text",128,2798
"“The gods again. Hark ye, dost thou not ever sing working about a",20388,"text",128,2798
"coffin? The Titans, they say, hummed snatches when chipping out the",20389,"text",128,2798
"craters for volcanoes; and the grave-digger in the play sings, spade in",20390,"text",128,2798
"hand. Dost thou never?”",20391,"text",128,2798
"",20392,"text",128,2799
"“Sing, sir? Do I sing? Oh, I’m indifferent enough, sir, for that; but",20393,"text",128,2799
"the reason why the grave-digger made music must have been because there",20394,"text",128,2799
"was none in his spade, sir. But the calking mallet is full of it. Hark",20395,"text",128,2799
"to it.”",20396,"text",128,2799
"",20397,"text",128,2800
"“Aye, and that’s because the lid there’s a sounding-board; and what in",20398,"text",128,2800
"all things makes the sounding-board is this—there’s naught beneath. And",20399,"text",128,2800
"yet, a coffin with a body in it rings pretty much the same, Carpenter.",20400,"text",128,2800
"Hast thou ever helped carry a bier, and heard the coffin knock against",20401,"text",128,2800
"the churchyard gate, going in?”",20402,"text",128,2800
"",20403,"text",128,2801
"“Faith, sir, I’ve——”",20404,"text",128,2801
"",20405,"text",128,2802
"“Faith? What’s that?”",20406,"text",128,2802
"",20407,"text",128,2803
"“Why, faith, sir, it’s only a sort of exclamation-like—that’s all,",20408,"text",128,2803
"sir.”",20409,"text",128,2803
"",20410,"text",128,2804
"“Um, um; go on.”",20411,"text",128,2804
"",20412,"text",128,2805
"“I was about to say, sir, that——”",20413,"text",128,2805
"",20414,"text",128,2806
"“Art thou a silk-worm? Dost thou spin thy own shroud out of thyself?",20415,"text",128,2806
"Look at thy bosom! Despatch! and get these traps out of sight.”",20416,"text",128,2806
"",20417,"text",128,2807
"“He goes aft. That was sudden, now; but squalls come sudden in hot",20418,"text",128,2807
"latitudes. I’ve heard that the Isle of Albemarle, one of the",20419,"text",128,2807
"Gallipagos, is cut by the Equator right in the middle. Seems to me some",20420,"text",128,2807
"sort of Equator cuts yon old man, too, right in his middle. He’s always",20421,"text",128,2807
"under the Line—fiery hot, I tell ye! He’s looking this way—come, oakum;",20422,"text",128,2807
"quick. Here we go again. This wooden mallet is the cork, and I’m the",20423,"text",128,2807
"professor of musical glasses—tap, tap!”",20424,"text",128,2807
"",20425,"text",128,2808
"(_Ahab to himself._)",20426,"text",128,2808
"",20427,"text",128,2809
"“There’s a sight! There’s sound! The greyheaded woodpecker tapping the",20428,"text",128,2809
"hollow tree! Blind and dumb might well be envied now. See! that thing",20429,"text",128,2809
"rests on two line-tubs, full of tow-lines. A most malicious wag, that",20430,"text",128,2809
"fellow. Rat-tat! So man’s seconds tick! Oh! how immaterial are all",20431,"text",128,2809
"materials! What things real are there, but imponderable thoughts? Here",20432,"text",128,2809
"now’s the very dreaded symbol of grim death, by a mere hap, made the",20433,"text",128,2809
"expressive sign of the help and hope of most endangered life. A",20434,"text",128,2809
"life-buoy of a coffin! Does it go further? Can it be that in some",20435,"text",128,2809
"spiritual sense the coffin is, after all, but an immortality-preserver!",20436,"text",128,2809
"I’ll think of that. But no. So far gone am I in the dark side of earth,",20437,"text",128,2809
"that its other side, the theoretic bright one, seems but uncertain",20438,"text",128,2809
"twilight to me. Will ye never have done, Carpenter, with that accursed",20439,"text",128,2809
"sound? I go below; let me not see that thing here when I return again.",20440,"text",128,2809
"Now, then, Pip, we’ll talk this over; I do suck most wondrous",20441,"text",128,2809
"philosophies from thee! Some unknown conduits from the unknown worlds",20442,"text",128,2809
"must empty into thee!”",20443,"text",128,2809
"",20444,"text",128,2810
"",20445,"text",128,2811
"",20446,"text",128,2812
"",20447,"text",128,2813
"CHAPTER CXXVIII. THE PEQUOD MEETS THE RACHEL",20448,"text",129,2813
"",20449,"text",129,2814
"",20450,"text",129,2815
"Next day, a large ship, the Rachel, was descried, bearing directly down",20451,"text",129,2815
"upon the Pequod, all her spars thickly clustering with men. At the time",20452,"text",129,2815
"the Pequod was making good speed through the water; but as the",20453,"text",129,2815
"broad-winged windward stranger shot nigh to her, the boastful sails all",20454,"text",129,2815
"fell together as blank bladders that are burst, and all life fled from",20455,"text",129,2815
"the smitten hull.",20456,"text",129,2815
"",20457,"text",129,2816
"“Bad news; she brings bad news,” muttered the old Manxman. But ere her",20458,"text",129,2816
"commander, who, with trumpet to mouth, stood up in his boat; ere he",20459,"text",129,2816
"could hopefully hail, Ahab’s voice was heard.",20460,"text",129,2816
"",20461,"text",129,2817
"“Hast seen the White Whale?”",20462,"text",129,2817
"",20463,"text",129,2818
"“Aye, yesterday. Have ye seen a whale-boat adrift?”",20464,"text",129,2818
"",20465,"text",129,2819
"Throttling his joy, Ahab negatively answered this unexpected question;",20466,"text",129,2819
"and would then have fain boarded the stranger, when the stranger",20467,"text",129,2819
"captain himself, having stopped his vessel’s way, was seen descending",20468,"text",129,2819
"her side. A few keen pulls, and his boat-hook soon clinched the",20469,"text",129,2819
"Pequod’s main-chains, and he sprang to the deck. Immediately he was",20470,"text",129,2819
"recognized by Ahab for a Nantucketer he knew. But no formal salutation",20471,"text",129,2819
"was exchanged.",20472,"text",129,2819
"",20473,"text",129,2820
"“Where was he?—not killed!—not killed!” cried Ahab, closely advancing.",20474,"text",129,2820
"“How was it?”",20475,"text",129,2820
"",20476,"text",129,2821
"It seemed that somewhat late on the afternoon of the day previous,",20477,"text",129,2821
"while three of the stranger’s boats were engaged with a shoal of",20478,"text",129,2821
"whales, which had led them some four or five miles from the ship; and",20479,"text",129,2821
"while they were yet in swift chase to windward, the white hump and head",20480,"text",129,2821
"of Moby Dick had suddenly loomed up out of the blue water, not very far",20481,"text",129,2821
"to leeward; whereupon, the fourth rigged boat—a reserved one—had been",20482,"text",129,2821
"instantly lowered in chase. After a keen sail before the wind, this",20483,"text",129,2821
"fourth boat—the swiftest keeled of all—seemed to have succeeded in",20484,"text",129,2821
"fastening—at least, as well as the man at the mast-head could tell",20485,"text",129,2821
"anything about it. In the distance he saw the diminished dotted boat;",20486,"text",129,2821
"and then a swift gleam of bubbling white water; and after that nothing",20487,"text",129,2821
"more; whence it was concluded that the stricken whale must have",20488,"text",129,2821
"indefinitely run away with his pursuers, as often happens. There was",20489,"text",129,2821
"some apprehension, but no positive alarm, as yet. The recall signals",20490,"text",129,2821
"were placed in the rigging; darkness came on; and forced to pick up her",20491,"text",129,2821
"three far to windward boats—ere going in quest of the fourth one in the",20492,"text",129,2821
"precisely opposite direction—the ship had not only been necessitated to",20493,"text",129,2821
"leave that boat to its fate till near midnight, but, for the time, to",20494,"text",129,2821
"increase her distance from it. But the rest of her crew being at last",20495,"text",129,2821
"safe aboard, she crowded all sail—stunsail on stunsail—after the",20496,"text",129,2821
"missing boat; kindling a fire in her try-pots for a beacon; and every",20497,"text",129,2821
"other man aloft on the look-out. But though when she had thus sailed a",20498,"text",129,2821
"sufficient distance to gain the presumed place of the absent ones when",20499,"text",129,2821
"last seen; though she then paused to lower her spare boats to pull all",20500,"text",129,2821
"around her; and not finding anything, had again dashed on; again",20501,"text",129,2821
"paused, and lowered her boats; and though she had thus continued doing",20502,"text",129,2821
"till day light; yet not the least glimpse of the missing keel had been",20503,"text",129,2821
"seen.",20504,"text",129,2821
"",20505,"text",129,2822
"The story told, the stranger Captain immediately went on to reveal his",20506,"text",129,2822
"object in boarding the Pequod. He desired that ship to unite with his",20507,"text",129,2822
"own in the search; by sailing over the sea some four or five miles",20508,"text",129,2822
"apart, on parallel lines, and so sweeping a double horizon, as it were.",20509,"text",129,2822
"",20510,"text",129,2823
"“I will wager something now,” whispered Stubb to Flask, “that some one",20511,"text",129,2823
"in that missing boat wore off that Captain’s best coat; mayhap, his",20512,"text",129,2823
"watch—he’s so cursed anxious to get it back. Who ever heard of two",20513,"text",129,2823
"pious whale-ships cruising after one missing whale-boat in the height",20514,"text",129,2823
"of the whaling season? See, Flask, only see how pale he looks—pale in",20515,"text",129,2823
"the very buttons of his eyes—look—it wasn’t the coat—it must have been",20516,"text",129,2823
"the—”",20517,"text",129,2823
"",20518,"text",129,2824
"“My boy, my own boy is among them. For God’s sake—I beg, I",20519,"text",129,2824
"conjure”—here exclaimed the stranger Captain to Ahab, who thus far had",20520,"text",129,2824
"but icily received his petition. “For eight-and-forty hours let me",20521,"text",129,2824
"charter your ship—I will gladly pay for it, and roundly pay for it—if",20522,"text",129,2824
"there be no other way—for eight-and-forty hours only—only that—you",20523,"text",129,2824
"must, oh, you must, and you _shall_ do this thing.”",20524,"text",129,2824
"",20525,"text",129,2825
"“His son!” cried Stubb, “oh, it’s his son he’s lost! I take back the",20526,"text",129,2825
"coat and watch—what says Ahab? We must save that boy.”",20527,"text",129,2825
"",20528,"text",129,2826
"“He’s drowned with the rest on ’em, last night,” said the old Manx",20529,"text",129,2826
"sailor standing behind them; “I heard; all of ye heard their spirits.”",20530,"text",129,2826
"",20531,"text",129,2827
"Now, as it shortly turned out, what made this incident of the Rachel’s",20532,"text",129,2827
"the more melancholy, was the circumstance, that not only was one of the",20533,"text",129,2827
"Captain’s sons among the number of the missing boat’s crew; but among",20534,"text",129,2827
"the number of the other boat’s crews, at the same time, but on the",20535,"text",129,2827
"other hand, separated from the ship during the dark vicissitudes of the",20536,"text",129,2827
"chase, there had been still another son; as that for a time, the",20537,"text",129,2827
"wretched father was plunged to the bottom of the cruellest perplexity;",20538,"text",129,2827
"which was only solved for him by his chief mate’s instinctively",20539,"text",129,2827
"adopting the ordinary procedure of a whale-ship in such emergencies,",20540,"text",129,2827
"that is, when placed between jeopardized but divided boats, always to",20541,"text",129,2827
"pick up the majority first. But the captain, for some unknown",20542,"text",129,2827
"constitutional reason, had refrained from mentioning all this, and not",20543,"text",129,2827
"till forced to it by Ahab’s iciness did he allude to his one yet",20544,"text",129,2827
"missing boy; a little lad, but twelve years old, whose father with the",20545,"text",129,2827
"earnest but unmisgiving hardihood of a Nantucketer’s paternal love, had",20546,"text",129,2827
"thus early sought to initiate him in the perils and wonders of a",20547,"text",129,2827
"vocation almost immemorially the destiny of all his race. Nor does it",20548,"text",129,2827
"unfrequently occur, that Nantucket captains will send a son of such",20549,"text",129,2827
"tender age away from them, for a protracted three or four years’ voyage",20550,"text",129,2827
"in some other ship than their own; so that their first knowledge of a",20551,"text",129,2827
"whaleman’s career shall be unenervated by any chance display of a",20552,"text",129,2827
"father’s natural but untimely partiality, or undue apprehensiveness and",20553,"text",129,2827
"concern.",20554,"text",129,2827
"",20555,"text",129,2828
"Meantime, now the stranger was still beseeching his poor boon of Ahab;",20556,"text",129,2828
"and Ahab still stood like an anvil, receiving every shock, but without",20557,"text",129,2828
"the least quivering of his own.",20558,"text",129,2828
"",20559,"text",129,2829
"“I will not go,” said the stranger, “till you say _aye_ to me. Do to me",20560,"text",129,2829
"as you would have me do to you in the like case. For _you_ too have a",20561,"text",129,2829
"boy, Captain Ahab—though but a child, and nestling safely at home now—a",20562,"text",129,2829
"child of your old age too—Yes, yes, you relent; I see it—run, run, men,",20563,"text",129,2829
"now, and stand by to square in the yards.”",20564,"text",129,2829
"",20565,"text",129,2830
"“Avast,” cried Ahab—“touch not a rope-yarn;” then in a voice that",20566,"text",129,2830
"prolongingly moulded every word—“Captain Gardiner, I will not do it.",20567,"text",129,2830
"Even now I lose time. Good bye, good bye. God bless ye, man, and may I",20568,"text",129,2830
"forgive myself, but I must go. Mr. Starbuck, look at the binnacle",20569,"text",129,2830
"watch, and in three minutes from this present instant warn off all",20570,"text",129,2830
"strangers: then brace forward again, and let the ship sail as before.”",20571,"text",129,2830
"",20572,"text",129,2831
"Hurriedly turning, with averted face, he descended into his cabin,",20573,"text",129,2831
"leaving the strange captain transfixed at this unconditional and utter",20574,"text",129,2831
"rejection of his so earnest suit. But starting from his enchantment,",20575,"text",129,2831
"Gardiner silently hurried to the side; more fell than stepped into his",20576,"text",129,2831
"boat, and returned to his ship.",20577,"text",129,2831
"",20578,"text",129,2832
"Soon the two ships diverged their wakes; and long as the strange vessel",20579,"text",129,2832
"was in view, she was seen to yaw hither and thither at every dark spot,",20580,"text",129,2832
"however small, on the sea. This way and that her yards were swung",20581,"text",129,2832
"round; starboard and larboard, she continued to tack; now she beat",20582,"text",129,2832
"against a head sea; and again it pushed her before it; while all the",20583,"text",129,2832
"while, her masts and yards were thickly clustered with men, as three",20584,"text",129,2832
"tall cherry trees, when the boys are cherrying among the boughs.",20585,"text",129,2832
"",20586,"text",129,2833
"But by her still halting course and winding, woful way, you plainly saw",20587,"text",129,2833
"that this ship that so wept with spray, still remained without comfort.",20588,"text",129,2833
"She was Rachel, weeping for her children, because they were not.",20589,"text",129,2833
"",20590,"text",129,2834
"",20591,"text",129,2835
"",20592,"text",129,2836
"",20593,"text",129,2837
"CHAPTER CXXIX. THE CABIN",20594,"text",130,2837
"",20595,"text",130,2838
"",20596,"text",130,2839
"(_Ahab moving to go on deck; Pip catches him by the hand to follow._)",20597,"text",130,2839
"",20598,"text",130,2840
"“Lad, lad, I tell thee thou must not follow Ahab now. The hour is",20599,"text",130,2840
"coming when Ahab would not scare thee from him, yet would not have thee",20600,"text",130,2840
"by him. There is that in thee, poor lad, which I feel too curing to my",20601,"text",130,2840
"malady. Like cures like; and for this hunt, my malady becomes my most",20602,"text",130,2840
"desired health. Do thou abide below here, where they shall serve thee,",20603,"text",130,2840
"as if thou wert the captain. Aye, lad, thou shalt sit here in my own",20604,"text",130,2840
"screwed chair; another screw to it, thou must be.”",20605,"text",130,2840
"",20606,"text",130,2841
"“No, no, no! ye have not a whole body, sir; do ye but use poor me for",20607,"text",130,2841
"your one lost leg; only tread upon me, sir; I ask no more, so I remain",20608,"text",130,2841
"a part of ye.”",20609,"text",130,2841
"",20610,"text",130,2842
"“Oh! spite of million villains, this makes me a bigot in the fadeless",20611,"text",130,2842
"fidelity of man!—and a black! and crazy!—but methinks like-cures-like",20612,"text",130,2842
"applies to him too; he grows so sane again.”",20613,"text",130,2842
"",20614,"text",130,2843
"“They tell me, sir, that Stubb did once desert poor little Pip, whose",20615,"text",130,2843
"drowned bones now show white, for all the blackness of his living skin.",20616,"text",130,2843
"But I will never desert ye, sir, as Stubb did him. Sir, I must go with",20617,"text",130,2843
"ye.”",20618,"text",130,2843
"",20619,"text",130,2844
"“If thou speakest thus to me much more, Ahab’s purpose keels up in him.",20620,"text",130,2844
"I tell thee no; it cannot be.”",20621,"text",130,2844
"",20622,"text",130,2845
"“Oh good master, master, master!”",20623,"text",130,2845
"",20624,"text",130,2846
"“Weep so, and I will murder thee! have a care, for Ahab too is mad.",20625,"text",130,2846
"Listen, and thou wilt often hear my ivory foot upon the deck, and still",20626,"text",130,2846
"know that I am there. And now I quit thee. Thy hand!—Met! True art",20627,"text",130,2846
"thou, lad, as the circumference to its centre. So: God for ever bless",20628,"text",130,2846
"thee; and if it come to that,—God for ever save thee, let what will",20629,"text",130,2846
"befall.”",20630,"text",130,2846
"",20631,"text",130,2847
"(_Ahab goes; Pip steps one step forward._)",20632,"text",130,2847
"",20633,"text",130,2848
"“Here he this instant stood; I stand in his air,—but I’m alone. Now",20634,"text",130,2848
"were even poor Pip here I could endure it, but he’s missing. Pip! Pip!",20635,"text",130,2848
"Ding, dong, ding! Who’s seen Pip? He must be up here; let’s try the",20636,"text",130,2848
"door. What? neither lock, nor bolt, nor bar; and yet there’s no opening",20637,"text",130,2848
"it. It must be the spell; he told me to stay here: Aye, and told me",20638,"text",130,2848
"this screwed chair was mine. Here, then, I’ll seat me, against the",20639,"text",130,2848
"transom, in the ship’s full middle, all her keel and her three masts",20640,"text",130,2848
"before me. Here, our old sailors say, in their black seventy-fours",20641,"text",130,2848
"great admirals sometimes sit at table, and lord it over rows of",20642,"text",130,2848
"captains and lieutenants. Ha! what’s this? epaulets! epaulets! the",20643,"text",130,2848
"epaulets all come crowding! Pass round the decanters; glad to see ye;",20644,"text",130,2848
"fill up, monsieurs! What an odd feeling, now, when a black boy’s host",20645,"text",130,2848
"to white men with gold lace upon their coats!—Monsieurs, have ye seen",20646,"text",130,2848
"one Pip?—a little negro lad, five feet high, hang-dog look, and",20647,"text",130,2848
"cowardly! Jumped from a whale-boat once;—seen him? No! Well then, fill",20648,"text",130,2848
"up again, captains, and let’s drink shame upon all cowards! I name no",20649,"text",130,2848
"names. Shame upon them! Put one foot upon the table. Shame upon all",20650,"text",130,2848
"cowards.—Hist! above there, I hear ivory—Oh, master, master! I am",20651,"text",130,2848
"indeed down-hearted when you walk over me. But here I’ll stay, though",20652,"text",130,2848
"this stern strikes rocks; and they bulge through; and oysters come to",20653,"text",130,2848
"join me.”",20654,"text",130,2848
"",20655,"text",130,2849
"",20656,"text",130,2850
"",20657,"text",130,2851
"",20658,"text",130,2852
"CHAPTER CXXX. THE HAT",20659,"text",131,2852
"",20660,"text",131,2853
"",20661,"text",131,2854
"And now that at the proper time and place, after so long and wide a",20662,"text",131,2854
"preliminary cruise, Ahab,—all other whaling waters swept—seemed to have",20663,"text",131,2854
"chased his foe into an ocean-fold, to slay him the more securely there;",20664,"text",131,2854
"now, that he found himself hard by the very latitude and longitude",20665,"text",131,2854
"where his tormenting wound had been inflicted; now that a vessel had",20666,"text",131,2854
"been spoken which on the very day preceding had actually encountered",20667,"text",131,2854
"Moby Dick;—and now that all his successive meetings with various ships",20668,"text",131,2854
"contrastingly concurred to show the demoniac indifference with which",20669,"text",131,2854
"the white whale tore his hunters, whether sinning or sinned against;",20670,"text",131,2854
"now it was that there lurked a something in the old man’s eyes, which",20671,"text",131,2854
"it was hardly sufferable for feeble souls to see. As the unsetting",20672,"text",131,2854
"polar star, which through the livelong, arctic, six months’ night",20673,"text",131,2854
"sustains its piercing, steady, central gaze; so Ahab’s purpose now",20674,"text",131,2854
"fixedly gleamed down upon the constant midnight of the gloomy crew. It",20675,"text",131,2854
"domineered above them so, that all their bodings, doubts, misgivings,",20676,"text",131,2854
"fears, were fain to hide beneath their souls, and not sprout forth a",20677,"text",131,2854
"single spear or leaf.",20678,"text",131,2854
"",20679,"text",131,2855
"In this foreshadowing interval too, all humor, forced or natural,",20680,"text",131,2855
"vanished. Stubb no more strove to raise a smile; Starbuck no more",20681,"text",131,2855
"strove to check one. Alike, joy and sorrow, hope and fear, seemed",20682,"text",131,2855
"ground to finest dust, and powdered, for the time, in the clamped",20683,"text",131,2855
"mortar of Ahab’s iron soul. Like machines, they dumbly moved about the",20684,"text",131,2855
"deck, ever conscious that the old man’s despot eye was on them.",20685,"text",131,2855
"",20686,"text",131,2856
"But did you deeply scan him in his more secret confidential hours; when",20687,"text",131,2856
"he thought no glance but one was on him; then you would have seen that",20688,"text",131,2856
"even as Ahab’s eyes so awed the crew’s, the inscrutable Parsee’s glance",20689,"text",131,2856
"awed his; or somehow, at least, in some wild way, at times affected it.",20690,"text",131,2856
"Such an added, gliding strangeness began to invest the thin Fedallah",20691,"text",131,2856
"now; such ceaseless shudderings shook him; that the men looked dubious",20692,"text",131,2856
"at him; half uncertain, as it seemed, whether indeed he were a mortal",20693,"text",131,2856
"substance, or else a tremulous shadow cast upon the deck by some unseen",20694,"text",131,2856
"being’s body. And that shadow was always hovering there. For not by",20695,"text",131,2856
"night, even, had Fedallah ever certainly been known to slumber, or go",20696,"text",131,2856
"below. He would stand still for hours: but never sat or leaned; his wan",20697,"text",131,2856
"but wondrous eyes did plainly say—We two watchmen never rest.",20698,"text",131,2856
"",20699,"text",131,2857
"Nor, at any time, by night or day could the mariners now step up the",20700,"text",131,2857
"deck, unless Ahab was before them; either standing in his pivot-hole,",20701,"text",131,2857
"or exactly pacing the planks between two undeviating limits,—the",20702,"text",131,2857
"main-mast and the mizen; or else they saw him standing in the",20703,"text",131,2857
"cabin-scuttle,—his living foot advanced upon the deck, as if to step;",20704,"text",131,2857
"his hat slouched heavily over his eyes; so that however motionless he",20705,"text",131,2857
"stood, however the days and nights were added on, that he had not swung",20706,"text",131,2857
"in his hammock; yet hidden beneath that slouching hat, they could never",20707,"text",131,2857
"tell unerringly whether, for all this, his eyes were really closed at",20708,"text",131,2857
"times; or whether he was still intently scanning them; no matter,",20709,"text",131,2857
"though he stood so in the scuttle for a whole hour on the stretch, and",20710,"text",131,2857
"the unheeded night-damp gathered in beads of dew upon that stone-carved",20711,"text",131,2857
"coat and hat. The clothes that the night had wet, the next day’s",20712,"text",131,2857
"sunshine dried upon him; and so, day after day, and night after night;",20713,"text",131,2857
"he went no more beneath the planks; whatever he wanted from the cabin",20714,"text",131,2857
"that thing he sent for.",20715,"text",131,2857
"",20716,"text",131,2858
"He ate in the same open air; that is, his two only meals,—breakfast and",20717,"text",131,2858
"dinner: supper he never touched; nor reaped his beard; which darkly",20718,"text",131,2858
"grew all gnarled, as unearthed roots of trees blown over, which still",20719,"text",131,2858
"grow idly on at naked base, though perished in the upper verdure. But",20720,"text",131,2858
"though his whole life was now become one watch on deck; and though the",20721,"text",131,2858
